id,title,authors,language_code,original_publication_year,average_rating,ratings_count,isbn,image_url
9532,"The Marvelous Land of Oz (Oz, #2)","L. Frank Baum, David McKee",eng,1904,3.82,11402,140350411,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9533,Reservation Blues,Sherman Alexie,eng,1995,3.98,9919,802141900,https://images.gr-assets.com/books/1398195783m/6159.jpg
9534,Become a Better You: 7 Keys to Improving Your Life Every Day,Joel Osteen,,,4.15,8553,743296885,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9535,"Until Nico (Until, #4)",Aurora Rose Reynolds,,2014,4.33,20070,,https://images.gr-assets.com/books/1398781346m/18781543.jpg
9536,"Fruits Basket, Vol. 15","Natsuki Takaya, Alethea Nibley, Athena Nibley",en-US,2004,4.45,12888,1598160230,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9537,Plenty,Yotam Ottolenghi,eng,2010,4.32,8023,91933684,https://images.gr-assets.com/books/1327921381m/8086216.jpg
9538,Agent to the Stars,John Scalzi,eng,2004,3.91,10086,1596060204,https://images.gr-assets.com/books/1303914309m/88072.jpg
9539,"The First Confessor (The Legend of Magda Searus, #1)",Terry Goodkind,eng,2012,4.19,9311,615651011,https://images.gr-assets.com/books/1340889153m/15707526.jpg
9540,In the Penal Colony,Franz Kafka,eng,1919,4,8974,,https://images.gr-assets.com/books/1480867517m/581552.jpg
9541,"The Second Ship (The Rho Agenda, #1)",Richard   Phillips,,2006,3.73,4281,981546269,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9542,The Beet Queen,Louise Erdrich,en-US,1985,3.89,10495,60835273,https://images.gr-assets.com/books/1358758806m/91439.jpg
9543,"Disastrous (Disastrous, #1)",E.L. Montes,eng,2012,3.96,17627,1479372749,https://images.gr-assets.com/books/1348436233m/16041169.jpg
9544,The Wave,"Morton Rhue, Todd Strasser",eng,1981,3.54,9392,440993717,https://images.gr-assets.com/books/1320402950m/481743.jpg
9545,And Ladies of the Club,Helen Hooven Santmyer,en-US,1982,4.12,10177,425174409,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9546,"Secondhand Souls (Grim Reaper, #2)",Christopher Moore,eng,2015,3.92,7925,61779784,https://images.gr-assets.com/books/1434397134m/23460830.jpg
9547,"The Cinderella Murder (Under Suspicion, #2)","Mary Higgins Clark, Alafair Burke",eng,2014,3.81,8641,1476763127,https://images.gr-assets.com/books/1403544444m/21535784.jpg
9548,"Vicious (Sinners of Saint, #1)",L.J. Shen,en-US,2016,4.25,15460,,https://images.gr-assets.com/books/1481945407m/30839185.jpg
9549,Gargantua and Pantagruel,"François Rabelais, M.A. Screech",eng,1532,3.71,10379,140445501,https://images.gr-assets.com/books/1336964698m/18266.jpg
9550,When Will Jesus Bring the Pork Chops?,George Carlin,en-US,2004,3.84,9139,140130821X,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9551,The Marvels,Brian Selznick,eng,2015,3.93,13576,545448689,https://images.gr-assets.com/books/1453389120m/23566909.jpg
9552,"The Last Werewolf (The Last Werewolf, #1)",Glen Duncan,eng,2011,3.47,10986,1847679447,https://images.gr-assets.com/books/1287572224m/9532302.jpg
9553,"Attack on Titan: No Regrets, Volume 01","Hajime Isayama, Hikaru Suruga, Gan Sunaaku",eng,2014,4.52,9032,1612629415,https://images.gr-assets.com/books/1398033046m/19138879.jpg
9554,What's the Matter with Kansas? How Conservatives Won the Heart of America,Thomas Frank,en-US,2004,3.83,9003,080507774X,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9555,شاب كشك في رحلة البحث عن الجادون,عمرو سلامة,ara,2011,3.66,8128,,https://images.gr-assets.com/books/1309784315m/11942408.jpg
9556,"Kitty Goes to Washington (Kitty Norville, #2)",Carrie Vaughn,eng,2006,3.87,16725,446616427,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9557,The Carrot Seed,"Ruth Krauss, Crockett Johnson",,1945,4.07,12420,694004928,https://images.gr-assets.com/books/1394411446m/857418.jpg
9558,"Reasonable Doubt: Volume 3 (Reasonable Doubt, #3)",Whitney G.,eng,2014,4.19,19933,,https://images.gr-assets.com/books/1407412246m/21857294.jpg
9559,Riding the Bullet,"Stephen King, Josh Hamilton",eng,2000,3.6,9809,743525876,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9560,"Relentless (The Lost Fleet, #5)",Jack Campbell,,2009,4.05,10864,441017088,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9561,The Nose,"Nikolai Gogol, Kevin Hawkes",eng,1836,3.92,10202,688104649,https://images.gr-assets.com/books/1360321953m/19106.jpg
9562,"Kitty and the Silver Bullet (Kitty Norville, #4)",Carrie Vaughn,eng,2008,3.99,15300,446618756,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9563,The Society of the Spectacle,"Guy Debord, Donald Nicholson-Smith",eng,1967,4.04,9309,942299795,https://images.gr-assets.com/books/1370746722m/381440.jpg
9564,"SilverFin (Young Bond, #1)",Charlie Higson,eng,2005,3.8,10189,078683661X,https://images.gr-assets.com/books/1404538648m/603911.jpg
9565,Winter Stroll (Winter #2),Elin Hilderbrand,,2015,3.7,8397,316261130,https://images.gr-assets.com/books/1431957489m/24819476.jpg
9566,Attack of the Deranged Mutant Killer Monster Snow Goons,Bill Watterson,eng,1992,4.72,9713,1417642165,https://images.gr-assets.com/books/1384735429m/70487.jpg
9567,"Crewel (Crewel World, #1)",Gennifer Albin,eng,2012,3.74,14101,374316414,https://images.gr-assets.com/books/1376228331m/11556960.jpg
9568,Helmet for My Pillow,Robert Leckie,,1957,4.13,7907,743413075,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9569,The Hate U Give,Angie Thomas,eng,2017,4.62,32610,62498533,https://images.gr-assets.com/books/1476284759m/32075671.jpg
9570,المانيفستو,مصطفى إبراهيم,ara,2013,4.21,7943,,https://images.gr-assets.com/books/1356926142m/16170625.jpg
9571,"Dynasty of Evil (Star Wars: Darth Bane, #3)",Drew Karpyshyn,eng,2009,4.24,9004,345511565,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9572,Love Left Behind,S.H. Kolee,eng,2012,4,15967,,https://images.gr-assets.com/books/1348436759m/16042305.jpg
9573,Keep Holding On,Susane Colasanti,en-US,2012,3.85,11397,670012254,https://images.gr-assets.com/books/1319236713m/12075886.jpg
9574,The Private Patient (Adam Dalgliesh #14),P.D. James,eng,2008,3.78,10461,571242448,https://images.gr-assets.com/books/1409269308m/4162673.jpg
9575,"Flag in Exile (Honor Harrington, #5)",David Weber,eng,1995,4.22,11587,671876813,https://images.gr-assets.com/books/1321561696m/77738.jpg
9576,The Medium is the Massage,"Marshall McLuhan, Quentin Fiore, Jerome Agel",en-US,1967,3.95,8351,1584230703,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9577,"The Chronicles of Pern: First Fall (Pern, #12)",Anne McCaffrey,eng,1993,4.02,11762,552139130,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9578,"Berserk, Vol. 1 (Berserk, #1)","Kentaro Miura, Jason DeAngelis",eng,1990,4.37,10362,1593070209,https://images.gr-assets.com/books/1501000017m/248871.jpg
9579,The Autograph Man,Zadie Smith,eng,2002,3.14,8317,037570387X,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9580,Egomaniac,Vi Keeland,,2017,4.34,11310,1682309819,https://images.gr-assets.com/books/1479387807m/32848471.jpg
9581,"Courageous (The Lost Fleet, #3)",Jack Campbell,,2006,3.96,10933,441015670,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9582,Ruby,Cynthia Bond,,2014,3.63,6749,804188246,https://images.gr-assets.com/books/1423586473m/24902492.jpg
9583,"My Soul to Steal (Soul Screamers, #4)",Rachel Vincent,en-US,2010,4.13,14593,373210272,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9584,"On the Way to the Wedding (Bridgertons, #8)",Julia Quinn,eng,2006,3.83,16310,60531258,https://images.gr-assets.com/books/1368840197m/110388.jpg
9585,"Messenger of Truth (Maisie Dobbs, #4)",Jacqueline Winspear,,2006,3.99,12454,805078983,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9586,"The Rogue (Traitor Spy Trilogy, #2)",Trudi Canavan,eng,2011,4.02,9739,184149593X,https://images.gr-assets.com/books/1328375255m/8411749.jpg
9587,The Seven Storey Mountain,"Thomas Merton, Robert Giroux, William H. Shannon",en-US,1948,4.16,9232,156010860,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9588,The Keep,Jennifer Egan,eng,2006,3.43,9113,1400043921,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9589,Scaredy Squirrel (Scaredy Squirrel),Mélanie Watt,eng,2006,4.25,11638,1553379594,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9590,Apathy and Other Small Victories,Paul Neilan,,2006,3.83,7171,312351747,https://images.gr-assets.com/books/1311996129m/97084.jpg
9591,"Gathering Darkness (Falling Kingdoms, #3)","Morgan Rhodes, Michelle Rowen",eng,2014,4.33,13072,1101623209,https://images.gr-assets.com/books/1419103977m/17342700.jpg
9592,The Survivors Club,Lisa Gardner,eng,2002,4.05,11458,553589458,https://images.gr-assets.com/books/1298426240m/51362.jpg
9593,Mine to Possess (Psy-Changeling #4),Nalini Singh,eng,2008,4.13,18617,425220168,https://images.gr-assets.com/books/1298434132m/1830755.jpg
9594,Don't Breathe a Word,Jennifer McMahon,en-US,2011,3.58,10585,61689378,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9595,The Force Awakens (Star Wars),"Alan Dean Foster, Lawrence Kasdan, J.J. Abrams, Michael Arndt",eng,2015,3.73,7514,1101965509,https://images.gr-assets.com/books/1450520344m/25387202.jpg
9596,"Sugar and Spice (L.A. Candy, #3)",Lauren Conrad,en-US,2010,3.54,10488,61767638,https://images.gr-assets.com/books/1277830544m/7707538.jpg
9597,"Grave Dance (Alex Craft, #2)",Kalayna Price,eng,2011,4.11,16435,451464095,https://images.gr-assets.com/books/1327953315m/9565574.jpg
9598,"Soul Eater, Vol. 02 (Soul Eater, #2)",Atsushi Ohkubo,eng,2004,4.47,9443,759530483,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9599,Z for Zachariah,Robert C. O'Brien,eng,1974,3.64,9332,435122118,https://images.gr-assets.com/books/1420324231m/69477.jpg
9600,Await Your Reply,Dan Chaon,eng,2009,3.54,10598,345476026,https://images.gr-assets.com/books/1320525555m/6251222.jpg
9601,Superman: Whatever Happened to the Man of Tomorrow?,"Alan Moore, Curt Swan, George Pérez, Kurt Schaffenberger",eng,1985,4.14,10472,1563893150,https://images.gr-assets.com/books/1308365122m/161275.jpg
9602,"Track of the Cat (Anna Pigeon, #1)",Nevada Barr,en-GB,1993,3.86,12113,380721643,https://images.gr-assets.com/books/1326365792m/76706.jpg
9603,"The Mane Event (Pride, #1)",Shelly Laurenston,eng,2007,3.96,17968,758220367,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9604,"Lawrence in Arabia: War, Deceit, Imperial Folly, and the Making of the Modern Middle East",Scott Anderson,eng,2013,4.12,7654,038553292X,https://images.gr-assets.com/books/1363837257m/17262206.jpg
9605,Essays and Poems,"Ralph Waldo Emerson, Peter Norberg",,1856,3.98,11864,159308076X,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9606,Innocent Erendira and Other Stories,"Gabriel García Márquez, Gregory Rabassa",,1972,3.89,5497,60751584,https://images.gr-assets.com/books/1410129032m/31741.jpg
9607,"Singularity Sky (Eschaton, #1)",Charles Stross,eng,2003,3.81,9887,1841493341,https://images.gr-assets.com/books/1446324638m/81992.jpg
9608,Henry & Ramona,Cynthia J. McGean,,1997,4.14,11106,871297485,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9609,"The White Rose (The Chronicles of the Black Company, #3)",Glen Cook,en-US,1985,4.19,11501,812508440,https://images.gr-assets.com/books/1327901074m/400906.jpg
9610,"""حكايات فرغلي المستكاوي ""حكايتى مع كفر السحلاوية",حسن الجندي,ara,2013,3.57,7443,,https://images.gr-assets.com/books/1360260051m/17339590.jpg
9611,"All Fall Down (Embassy Row, #1)",Ally Carter,eng,2015,3.82,13821,545654742,https://images.gr-assets.com/books/1411070285m/22571275.jpg
9612,The Charterhouse of Parma,"Stendhal, Richard Howard, Robert Andrew Parker",eng,1839,3.83,9252,679783180,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9613,Little Mercies,Heather Gudenkauf,eng,2014,3.99,10268,778316335,https://images.gr-assets.com/books/1399313845m/18722887.jpg
9614,"The Faithful Spy (John Wells, #1)",Alex Berenson,en-US,2006,3.97,9316,345478991,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9615,Snowflake Bentley,"Jacqueline Briggs Martin, Mary Azarian",en-US,1998,4.16,11362,395861624,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9616,The Book of Luke,Jenny O'Connell,en-US,2007,3.73,12623,1416520406,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9617,"Fame (Firstborn, #1)",Karen Kingsbury,en-US,2005,4.34,10509,842387439,https://images.gr-assets.com/books/1406506537m/182683.jpg
9618,"Dragon Actually (Dragon Kin, #1)",G.A. Aiken,eng,2004,3.96,18622,1420103733,https://images.gr-assets.com/books/1317852862m/3295695.jpg
9619,"Bad Romeo (Starcrossed, #1)",Leisa Rayven,eng,2014,4.1,14286,,https://images.gr-assets.com/books/1413547825m/21411058.jpg
9620,The Complete Poems 1927-1979,Elizabeth Bishop,eng,1980,4.19,9629,374518173,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9621,Day After Night,Anita Diamant,en-US,2009,3.65,10587,743299841,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9622,"Jarka Ruus (High Druid of Shannara, #1)",Terry Brooks,eng,2003,3.96,11017,345483898,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9623,"Look Homeward, Angel",Thomas Wolfe,eng,1929,3.94,9630,743297318,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9624,Cradle to Cradle: Remaking the Way We Make Things,"William McDonough, Michael Braungart",en-US,2002,4.1,7625,865475873,https://images.gr-assets.com/books/1417605547m/5571.jpg
9625,"Healthy Sleep Habits, Happy Child",Marc Weissbluth,en-US,1987,3.9,7742,449004023,https://images.gr-assets.com/books/1380493934m/831635.jpg
9626,"Transmetropolitan, Vol. 4: The New Scum (Transmetropolitan, #4)","Warren Ellis, Darick Robertson, Rodney Ramos, Keith Akin",eng,2000,4.41,11094,1563896273,https://images.gr-assets.com/books/1452027299m/22421.jpg
9627,The Hand That First Held Mine,Maggie O'Farrell,eng,2009,3.87,8513,547330790,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9628,The Fourth Estate,Jeffrey Archer,eng,1996,3.72,8829,61092037,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9629,The Man Who Listens to Horses,"Monty Roberts, Lucy Grealy, Lawrence Scanlan",en-US,1997,4.1,9021,034542705X,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9630,Oblivion,David Foster Wallace,en-US,2004,4.07,9196,316010766,https://images.gr-assets.com/books/1311905400m/6749.jpg
9631,"Holy Blood, Holy Grail","Michael Baigent, Richard Leigh, Henry Lincoln",eng,1982,3.47,8450,,https://images.gr-assets.com/books/1320394892m/606818.jpg
9632,Falling Man,"Don DeLillo, محمدصادق رئیسی",eng,2007,3.2,9081,1416546022,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9633,"The Calling (Endgame, #1)","James Frey, Nils Johnson-Shelton",eng,2014,3.77,10900,62332589,https://images.gr-assets.com/books/1411272821m/20510241.jpg
9634,"Annabel (Delirium, #0.5)",Lauren Oliver,,2012,3.78,13619,62237381,https://images.gr-assets.com/books/1348079378m/15820492.jpg
9635,"Mystery (Alex Delaware, #26)",Jonathan Kellerman,en-US,2011,3.87,9396,345505697,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9636,"The Sea of Trolls (Sea of Trolls, #1)",Nancy Farmer,eng,2004,4,12069,689867468,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9637,The Man from Beijing,"Henning Mankell, Laurie Thompson",eng,2008,3.47,9106,307271862,https://images.gr-assets.com/books/1320494101m/6596542.jpg
9638,"Day 21 (The 100, #2)",Kass Morgan,eng,2014,3.75,11860,316234559,https://images.gr-assets.com/books/1403530593m/20454076.jpg
9639,Daisy Fay and the Miracle Man ,Fannie Flagg,eng,1981,3.94,10292,345485602,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9640,"Against All Enemies (Max Moore, #1)","Tom Clancy, Peter Telep",eng,2011,3.95,8471,399157301,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9641,The Girl in the Red Coat,Kate Hamer,eng,2015,3.53,8027,571313248,https://images.gr-assets.com/books/1412251739m/23289469.jpg
9642,Keep the Aspidistra Flying,George Orwell,eng,1936,3.87,9599,141183721,https://images.gr-assets.com/books/1331244097m/9648.jpg
9643,"The Gate Thief (Mither Mages, #2)",Orson Scott Card,en-US,2013,3.77,9209,765326582,https://images.gr-assets.com/books/1360823446m/15793068.jpg
9644,"My Lady Jane (The Lady Janies, #1)","Cynthia Hand, Brodi Ashton, Jodi Meadows",eng,2016,4.12,12794,,https://images.gr-assets.com/books/1444923765m/22840421.jpg
9645,Time's Arrow,Martin Amis,eng,1991,3.78,9400,679735720,https://images.gr-assets.com/books/1353213337m/23031.jpg
9646,"Blood Defense (Samantha Brinkman, #1)",Marcia Clark,eng,2016,3.81,11761,,https://images.gr-assets.com/books/1454358207m/27207654.jpg
9647,I Am the Cheese,Robert Cormier,en-GB,1977,3.74,11099,141300515,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9648,Soul on Ice,Eldridge Cleaver,en-GB,1968,3.95,10123,038533379X,https://images.gr-assets.com/books/1417410878m/75162.jpg
9649,Ethics,"Baruch Spinoza, Edwin M. Curley, Stuart Hampshire, Edwin Curley",,1677,4.01,9342,140435719,https://images.gr-assets.com/books/1462223700m/205218.jpg
9650,Nine Parts of Desire: The Hidden World of Islamic Women,Geraldine Brooks,,1994,4.04,10308,385475772,https://images.gr-assets.com/books/1403182793m/337615.jpg
9651,You'll Grow Out of It,Jessi Klein,eng,2016,3.83,9480,1455531189,https://images.gr-assets.com/books/1462261735m/27170141.jpg
9652,"Truce (Neighbor from Hell, #4)",R.L. Mathewson,eng,2013,4.34,18854,988573229,https://images.gr-assets.com/books/1378997763m/17352874.jpg
9653,"The Elvenbane (Halfblood Chronicles, #1)","Andre Norton, Mercedes Lackey",eng,1991,3.94,13092,812511751,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9654,"The Midnight Palace (Niebla, #2)","Carlos Ruiz Zafón, Lucia Graves",,1998,3.58,7784,316044733,https://images.gr-assets.com/books/1290459336m/9440324.jpg
9655,"Treasure (Dirk Pitt, #9)",Clive Cussler,en-US,1988,3.92,10784,671704656,https://images.gr-assets.com/books/1314486012m/85737.jpg
9656,"Vampire, Interrupted (Argeneau #9)",Lynsay Sands,eng,2008,4.32,15899,61229776,https://images.gr-assets.com/books/1410758592m/1422252.jpg
9657,"Invisible Prey (Lucas Davenport, #17)",John Sandford,eng,2007,4.11,11162,399154213,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9658,"The Prefect (Prefect Dreyfus Emergency, #1)",Alastair Reynolds,eng,2007,4.15,9946,575077166,https://images.gr-assets.com/books/1327988786m/89195.jpg
9659,Daughter,Jane Shemilt,en-US,2014,3.51,7462,1405915293,https://images.gr-assets.com/books/1403779092m/20505127.jpg
9660,"DC: The New Frontier, Volume 1","Darwyn Cooke, Dave Stewart, Jared K. Fletcher",eng,2004,4.17,9601,1401203507,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9661,"Hello, Mrs. Piggle-Wiggle (Mrs. Piggle Wiggle, #4)","Betty MacDonald, Alexandra Boiger",eng,1955,4.24,13000,64401499,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9662,"Web of Lies (Elemental Assassin, #2)",Jennifer Estep,en-US,2010,4.1,17312,143914799X,https://images.gr-assets.com/books/1262902266m/6933152.jpg
9663,Ya Yas in Bloom,Rebecca Wells,,2005,3.6,10200,7201095,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9664,"The Secret of the Unicorn (Tintin, #11)",Hergé,eng,1943,4.26,8925,316358320,https://images.gr-assets.com/books/1344263637m/179174.jpg
9665,"Judy Moody (Judy Moody, # 1)","Megan McDonald, Peter H. Reynolds",eng,2000,3.92,11289,763612316,https://images.gr-assets.com/books/1320540601m/930612.jpg
9666,Dataclysm: Who We Are (When We Think No One's Looking),Christian Rudder,eng,2014,3.72,7204,385347375,https://images.gr-assets.com/books/1407763834m/21480734.jpg
9667,The Gay Science,"Friedrich Nietzsche, Walter Kaufmann",eng,1882,4.26,8655,394719859,https://images.gr-assets.com/books/1374735026m/94578.jpg
9668,"The Broken Kingdoms (Inheritance, #2)",N.K. Jemisin,eng,2010,4.04,12259,316043966,https://images.gr-assets.com/books/1282522268m/7904453.jpg
9669,"The Three (The Three, #1)",Sarah Lotz,eng,2014,3.32,7990,031624290X,https://images.gr-assets.com/books/1379897631m/18453110.jpg
9670,Trump: The Art of the Deal,"Donald J. Trump, Tony Schwartz",en-US,1987,3.66,8768,345479173,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9671,"First Term at Malory Towers (Malory Towers, #1)",Enid Blyton,eng,1946,4.07,10274,749744812,https://images.gr-assets.com/books/1300285044m/190344.jpg
9672,"The Night Is for Hunting (Tomorrow, #6)",John Marsden,eng,1998,4.15,10908,439858046,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9673,"Fruits Basket, Vol. 3","Natsuki Takaya, Alethea Nibley, Athena Nibley",en-US,1999,4.38,14593,1591826055,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9674,After Anna,Alex Lake,en-US,2015,3.7,11029,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9675,House Corrino (Prelude to Dune #3),"Brian Herbert, Kevin J. Anderson",eng,2001,3.64,10682,553580337,https://images.gr-assets.com/books/1298689043m/20252.jpg
9676,"Fantasy in Death (In Death, #30)",J.D. Robb,eng,2010,4.25,14244,399156240,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9677,"The Devil You Know (Felix Castor, #1)",Mike Carey,en-US,2006,3.8,11375,446580309,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9678,"Tempting the Player (Gamble Brothers, #2)","J. Lynn, Jennifer L. Armentrout",,2012,4.06,16997,1622668995,https://images.gr-assets.com/books/1351035223m/16031679.jpg
9679,The Upanishads: Translations from the Sanskrit,"Anonymous, Juan Mascaró",eng,-500,4.2,7365,140441638,https://images.gr-assets.com/books/1327881361m/290882.jpg
9680,"Thrive: The Third Metric to Redefining Success and Creating a Life of Well-Being, Wisdom, and Wonder",Arianna Huffington,eng,2014,3.68,8261,804140847,https://images.gr-assets.com/books/1400873884m/18594634.jpg
9681,"Crow's Row (Crow's Row, #1)",Julie Hockley,eng,2011,4.11,16741,1462003923,https://images.gr-assets.com/books/1348076628m/12389310.jpg
9682,"H.I.V.E. Higher Institute of Villainous Education (H.I.V.E., #1)",Mark Walden,en-US,2006,4.06,10881,1416935711,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9683,صانع الظلام,تامر إبراهيم,ara,2012,3.81,8825,,https://images.gr-assets.com/books/1353871855m/16170522.jpg
9684,The Law of Nines,Terry Goodkind,en-US,2009,3.6,9421,399156046,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9685,Cape Fear,John D. MacDonald,,1958,4.07,10006,,https://images.gr-assets.com/books/1396110398m/434229.jpg
9686,"Five Go Adventuring Again (Famous Five, #2)",Enid Blyton,eng,1943,3.99,10362,340796154,https://images.gr-assets.com/books/1408923873m/17487.jpg
9687,"Forsaken (The Demon Trappers, #1)",Jana Oliver,eng,2011,4,13585,330519476,https://images.gr-assets.com/books/1282919119m/8534899.jpg
9688,The Places That Scare You: A Guide to Fearlessness in Difficult Times,Pema Chödrön,,2001,4.3,8344,1590304497,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9689,A Death in the Family,James Agee,eng,1957,3.92,10900,375701230,https://images.gr-assets.com/books/1327885315m/113091.jpg
9690,Frida Kahlo: 1907-1954 Pain and Passion,Andrea Kettenmann,,2001,4.15,8260,3822859834,https://images.gr-assets.com/books/1365526293m/772976.jpg
9691,The Mistress of Spices,Chitra Banerjee Divakaruni,,1997,3.48,9263,385482388,https://images.gr-assets.com/books/1488839181m/94669.jpg
9692,"Falling Under (Falling Under, #1)",Gwen Hayes,eng,2011,3.78,15637,451232682,https://images.gr-assets.com/books/1326079906m/7948945.jpg
9693,"Forever You (Forever, #2)",Sandi Lynn,eng,2013,4.19,15986,,https://images.gr-assets.com/books/1364058599m/17404452.jpg
9694,"The House on Tradd Street (Tradd Street, #1)",Karen   White,eng,2008,3.96,12311,451225090,https://images.gr-assets.com/books/1344586077m/4505161.jpg
9695,"Wild Ones, Vol. 1 (Wild Ones, #1)",Kiyo Fujiwara,en-US,2005,4.03,10738,1421515881,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9696,"Perfect Shadow (Night Angel, #0.5)",Brent Weeks,eng,2011,4.18,9029,316196487,https://images.gr-assets.com/books/1360569222m/10843036.jpg
